Time					Process		PID	Message		
----------				-------		-----	-------
2025-04-23 09:28:17.596630-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:17.596702-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:17.596774-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:17.596851-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:22.606331-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:22.606565-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:22.606725-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:22.606877-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:22.607019-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:23.601624-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:24.608801-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:25.621304-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:26.613215-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:27.614859-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:29.617428-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.622904-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.622998-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.623110-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.623195-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.623274-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.623350-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.623426-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.623501-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.623584-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.623661-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.623736-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.623812-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.623887-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.623960-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624033-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624107-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624180-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624253-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624326-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624399-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624479-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624552-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624625-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624699-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624772-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624844-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624917-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.624991-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.625065-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.625138-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:32.625212-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:37.633436-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:37.634810-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:37.635581-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:38.634692-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:39.634381-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:40.636371-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:41.638693-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:42.674266-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:44.669594-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:47.404137-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:47.625692-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:47.687160-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:47.687496-04:00 	syslogd 	- 	sendto: Host is down
2025-04-23 09:28:47.687796-04:00 	syslogd 	- 	sendto: Host is down
